Date,Index,Open,High,Low,Close,Volume,Currency
2019-11-27,NIFTY BANK,31832.75,31916.8,31734.5,31875.95,417569984,INR
2019-11-28,NIFTY BANK,31981.7,32157.05,31905.9,32122.95,498304992,INR
2019-11-29,NIFTY BANK,32074.15,32086.95,31770.8,31946.1,667784000,INR
2019-12-02,NIFTY BANK,32008.3,32024.1,31720.6,31871.45,495996992,INR
2019-12-03,NIFTY BANK,31920.1,31936.6,31502.95,31613.35,431512000,INR
2019-12-04,NIFTY BANK,31549.3,32017.75,31444.0,31979.3,516796992,INR
2019-12-05,NIFTY BANK,32083.8,32126.95,31628.3,31712.95,393275008,INR
2019-12-06,NIFTY BANK,31797.15,31883.7,31250.65,31341.55,485387008,INR
2019-12-09,NIFTY BANK,31321.4,31537.65,31122.05,31316.65,494481984,INR
2019-12-10,NIFTY BANK,31386.4,31412.8,31126.0,31160.35,505391008,INR
2019-12-11,NIFTY BANK,31151.65,31337.85,30996.4,31256.75,815353024,INR
2019-12-12,NIFTY BANK,31356.8,31711.45,31352.1,31665.45,529687008,INR
2019-12-13,NIFTY BANK,31775.55,32105.05,31770.5,32014.25,390512992,INR
2019-12-16,NIFTY BANK,32159.0,32186.95,31897.75,31974.2,306020992,INR
2019-12-17,NIFTY BANK,32082.4,32213.35,31987.35,32140.25,259934000,INR
2019-12-18,NIFTY BANK,32292.25,32293.65,32017.3,32244.25,258844000,INR
2019-12-19,NIFTY BANK,32281.65,32328.35,32085.05,32241.45,436934016,INR
2019-12-20,NIFTY BANK,32266.85,32443.35,32199.45,32384.95,535239008,INR
2019-12-23,NIFTY BANK,32381.0,32502.8,32196.85,32339.45,391457984,INR
2019-12-24,NIFTY BANK,32337.8,32390.35,32246.05,32280.75,330830016,INR
2019-12-26,NIFTY BANK,32276.15,32314.6,31963.25,31997.7,339790016,INR
2019-12-27,NIFTY BANK,32142.5,32444.85,32056.25,32412.35,332428992,INR
2019-12-30,NIFTY BANK,32486.6,32613.1,32248.5,32354.9,274051008,INR
2019-12-31,NIFTY BANK,32345.95,32345.95,32108.75,32161.65,251408992,INR
2020-01-01,NIFTY BANK,32237.9,32348.0,32057.2,32102.9,184672000,INR
2020-01-02,NIFTY BANK,32133.15,32465.45,32121.4,32443.85,253559008,INR
2020-01-03,NIFTY BANK,32326.95,32329.8,31960.4,32069.25,217584000,INR
2020-01-06,NIFTY BANK,31910.45,31914.45,31170.55,31237.15,256236992,INR
2020-01-07,NIFTY BANK,31598.05,31851.45,31200.9,31399.4,294368000,INR
2020-01-08,NIFTY BANK,30995.5,31451.85,30899.55,31373.65,304484992,INR
2020-01-09,NIFTY BANK,31748.25,32172.7,31667.15,32092.4,307976992,INR
2020-01-10,NIFTY BANK,32215.7,32347.2,31953.4,32097.4,444710016,INR
2020-01-13,NIFTY BANK,32139.1,32322.65,32074.05,32177.65,291441984,INR
2020-01-14,NIFTY BANK,32196.45,32196.45,31989.2,32071.65,438912000,INR
2020-01-15,NIFTY BANK,31994.75,32000.9,31670.35,31824.9,545708992,INR
2020-01-16,NIFTY BANK,31810.55,31988.9,31692.4,31853.9,253716000,INR
2020-01-17,NIFTY BANK,31571.65,31773.55,31445.5,31590.65,308136992,INR
2020-01-20,NIFTY BANK,31923.95,31923.95,31050.95,31080.65,282225984,INR
2020-01-21,NIFTY BANK,30978.85,31171.25,30858.6,30947.55,227480992,INR
2020-01-22,NIFTY BANK,31061.6,31149.05,30614.0,30701.45,200582000,INR
2020-01-23,NIFTY BANK,30742.2,31087.25,30621.35,31004.05,343817984,INR
2020-01-24,NIFTY BANK,31040.1,31375.45,30879.05,31241.75,424623008,INR
2020-01-27,NIFTY BANK,31110.55,31227.05,30808.55,30837.4,309935008,INR
2020-01-28,NIFTY BANK,30922.0,31048.45,30656.35,30761.4,239604992,INR
2020-01-29,NIFTY BANK,30915.1,31082.85,30835.8,30877.0,268788000,INR
2020-01-30,NIFTY BANK,30889.25,30909.5,30521.3,30647.4,328859008,INR
2020-01-31,NIFTY BANK,30950.5,31033.45,30691.8,30833.6,333435008,INR
2020-02-01,NIFTY BANK,30726.2,30918.6,29753.0,29820.9,255295792,INR
2020-02-03,NIFTY BANK,29811.75,30105.8,29612.55,30023.25,337112000,INR
2020-02-04,NIFTY BANK,30235.3,30776.95,30182.45,30686.7,336609984,INR
2020-02-05,NIFTY BANK,30761.95,31065.85,30630.85,31001.95,427604000,INR
2020-02-06,NIFTY BANK,31070.75,31470.65,30917.25,31304.05,334000000,INR
2020-02-07,NIFTY BANK,31367.05,31368.2,31111.05,31201.95,254382000,INR
2020-02-10,NIFTY BANK,31248.65,31248.8,30957.2,31058.15,239696000,INR
2020-02-11,NIFTY BANK,31230.2,31505.95,31225.9,31300.6,198887008,INR
2020-02-12,NIFTY BANK,31441.15,31588.6,31398.15,31492.9,225959008,INR
2020-02-13,NIFTY BANK,31586.55,31649.45,31180.6,31230.25,303030016,INR
2020-02-14,NIFTY BANK,31281.85,31436.65,30776.1,30834.8,341366016,INR
2020-02-17,NIFTY BANK,30873.85,30998.15,30630.5,30680.7,251932000,INR
2020-02-18,NIFTY BANK,30661.5,30692.75,30252.45,30562.5,398867008,INR
2020-02-19,NIFTY BANK,30905.0,30947.15,30606.15,30838.2,268822016,INR
2020-02-20,NIFTY BANK,30862.3,31085.3,30702.45,30942.85,273064992,INR
2020-02-24,NIFTY BANK,30666.35,30702.15,30428.0,30455.1,254236000,INR
2020-02-25,NIFTY BANK,30517.0,30610.7,30329.95,30432.7,215912992,INR
2020-02-26,NIFTY BANK,30279.95,30515.35,30131.75,30306.85,290964000,INR
2020-02-27,NIFTY BANK,30270.0,30271.95,29914.15,30187.0,358020992,INR
2020-02-28,NIFTY BANK,29501.55,29564.1,29051.5,29147.15,386879008,INR
2020-03-02,NIFTY BANK,29701.0,29791.15,28571.7,28868.4,368260000,INR
2020-03-03,NIFTY BANK,29012.55,29285.35,28749.55,29177.05,367320000,INR
2020-03-04,NIFTY BANK,29252.95,29273.65,28125.15,28653.7,425844992,INR
2020-03-05,NIFTY BANK,28830.3,29134.3,28535.6,28815.35,1075709056,INR
2020-03-06,NIFTY BANK,27649.95,28047.2,27162.3,27801.45,1568142976,INR
2020-03-09,NIFTY BANK,27031.45,27091.6,25923.4,26462.6,1058982976,INR
2020-03-11,NIFTY BANK,26272.75,26791.45,26234.1,26487.8,723294976,INR
2020-03-12,NIFTY BANK,25175.9,25223.1,23536.35,23971.15,760576000,INR
2020-03-13,NIFTY BANK,22720.75,25670.75,21351.7,25166.45,783385024,INR
2020-03-16,NIFTY BANK,24061.6,24074.15,23008.25,23101.15,481905984,INR
2020-03-17,NIFTY BANK,23348.05,23449.5,22002.0,22155.15,537689024,INR
2020-03-18,NIFTY BANK,22411.85,22544.05,20267.95,20580.2,875288000,INR
2020-03-19,NIFTY BANK,19428.95,21035.05,18675.65,20083.5,476622016,INR
2020-03-20,NIFTY BANK,19898.3,20924.55,19265.0,20317.6,501768000,INR
2020-03-23,NIFTY BANK,18311.3,18895.65,16791.05,16917.65,307639008,INR
2020-03-24,NIFTY BANK,17705.85,17841.4,16116.25,17107.3,391703008,INR
2020-03-25,NIFTY BANK,16759.95,18740.2,16635.5,18481.05,394556000,INR
2020-03-26,NIFTY BANK,18781.85,20409.35,18364.5,19613.9,482884000,INR
2020-03-27,NIFTY BANK,20801.6,21462.4,19580.1,19969.0,539417984,INR
2020-03-30,NIFTY BANK,19254.45,19716.25,18668.7,18782.4,326992000,INR
2020-03-31,NIFTY BANK,19307.65,19466.3,18792.4,19144.0,309806016,INR
2020-04-01,NIFTY BANK,19122.4,19154.75,18042.25,18208.35,274864992,INR
2020-04-03,NIFTY BANK,18325.05,18326.1,17143.2,17249.3,342529984,INR
2020-04-07,NIFTY BANK,18454.55,19190.55,17953.75,19062.5,435419008,INR
2020-04-08,NIFTY BANK,18799.4,20324.1,18482.9,18946.45,508444992,INR
2020-04-09,NIFTY BANK,19553.15,19988.3,19166.9,19913.6,389987008,INR
2020-04-13,NIFTY BANK,19854.9,19887.05,19294.0,19488.0,288208992,INR
2020-04-15,NIFTY BANK,20096.35,20184.1,18776.75,19057.05,389864992,INR
2020-04-16,NIFTY BANK,18957.15,19520.3,18703.45,19400.0,350279008,INR
2020-04-17,NIFTY BANK,20394.75,20866.55,19729.3,20681.45,475038016,INR
2020-04-20,NIFTY BANK,21104.7,21122.1,20444.25,20522.65,438638016,INR
2020-04-21,NIFTY BANK,19812.05,19891.45,19247.95,19409.35,311923008,INR
2020-04-22,NIFTY BANK,19306.95,19806.35,19051.95,19701.85,349356000,INR
2020-04-23,NIFTY BANK,19871.35,20356.5,19584.4,20267.95,325384992,INR
2020-04-24,NIFTY BANK,19697.65,19950.15,19515.4,19586.65,305735008,INR
2020-04-27,NIFTY BANK,19870.8,20224.75,19847.65,20081.15,299864000,INR
2020-04-28,NIFTY BANK,20436.6,20751.3,20260.8,20671.1,367772000,INR
2020-04-29,NIFTY BANK,20440.4,21348.15,20393.65,21090.2,400630016,INR
2020-04-30,NIFTY BANK,21589.2,21967.0,21353.65,21534.5,471511008,INR
2020-05-04,NIFTY BANK,20514.75,20530.45,19643.6,19743.75,328804992,INR
2020-05-05,NIFTY BANK,20147.3,20223.15,19212.35,19271.75,381270016,INR
2020-05-06,NIFTY BANK,19302.45,19806.6,18941.0,19694.55,395556992,INR
2020-05-07,NIFTY BANK,19536.05,19757.25,19332.15,19491.8,300140992,INR
2020-05-08,NIFTY BANK,19844.0,19969.6,19285.05,19352.9,330611008,INR
2020-05-11,NIFTY BANK,19610.45,19733.4,18900.9,18950.5,342556992,INR
2020-05-12,NIFTY BANK,18751.4,18993.4,18287.0,18862.85,395412992,INR
2020-05-13,NIFTY BANK,20017.75,20122.25,19429.9,19634.95,520831008,INR
2020-05-14,NIFTY BANK,19197.7,19380.1,19024.75,19068.5,333039008,INR
2020-05-15,NIFTY BANK,19098.8,19119.1,18683.65,18833.95,240591008,INR
2020-05-18,NIFTY BANK,18795.1,18795.1,17514.2,17573.2,434764000,INR
2020-05-19,NIFTY BANK,18037.15,18175.3,17390.65,17486.25,415465984,INR
2020-05-20,NIFTY BANK,17486.5,18002.65,17407.7,17840.2,326225984,INR
2020-05-21,NIFTY BANK,17901.95,18200.7,17658.55,17735.1,347575008,INR
2020-05-22,NIFTY BANK,17554.25,17952.25,17105.0,17278.9,484792000,INR
2020-05-26,NIFTY BANK,17537.65,17681.7,17311.25,17440.35,336758016,INR
2020-05-27,NIFTY BANK,17603.4,18874.25,17560.35,18710.55,538003008,INR
2020-05-28,NIFTY BANK,18924.45,19455.55,18818.95,19169.8,561123968,INR
2020-05-29,NIFTY BANK,18962.0,19358.05,18729.9,19297.25,581731968,INR
2020-06-01,NIFTY BANK,19728.9,20225.35,19632.9,19959.9,558065024,INR
2020-06-02,NIFTY BANK,20120.6,20615.75,19852.55,20530.2,448324992,INR
2020-06-03,NIFTY BANK,20966.6,21619.55,20822.0,20940.7,616872000,INR
2020-06-04,NIFTY BANK,20932.35,21141.8,20316.2,20390.45,587859968,INR
2020-06-05,NIFTY BANK,20516.4,21198.7,20425.05,21034.5,637446976,INR
2020-06-08,NIFTY BANK,21636.1,21807.4,20911.25,21187.35,748110016,INR
2020-06-09,NIFTY BANK,21295.5,21568.85,20629.7,20724.9,641246016,INR
2020-06-10,NIFTY BANK,20760.95,21251.45,20671.55,21100.1,582992000,INR
2020-06-11,NIFTY BANK,21084.7,21244.45,20458.3,20525.15,747065024,INR
2020-06-12,NIFTY BANK,19529.3,20747.7,19526.1,20654.55,599190016,INR
2020-06-15,NIFTY BANK,20457.15,20470.85,19740.2,19912.9,465008992,INR
2020-06-16,NIFTY BANK,20500.65,20638.85,19507.05,20296.7,552448000,INR
2020-06-17,NIFTY BANK,20137.45,20627.9,19978.15,20201.75,453526016,INR
2020-06-18,NIFTY BANK,20137.6,21028.35,20030.35,20956.3,362836992,INR
2020-06-19,NIFTY BANK,20970.1,21467.65,20878.25,21338.1,523371008,INR
2020-06-22,NIFTY BANK,21491.55,22078.25,21425.55,21708.35,664606976,INR
2020-06-23,NIFTY BANK,21859.25,22322.3,21647.8,22264.9,527936000,INR
2020-06-24,NIFTY BANK,22479.35,22479.55,21336.35,21426.8,684574976,INR
2020-06-25,NIFTY BANK,21218.05,21703.5,20926.45,21506.15,586179968,INR
2020-06-26,NIFTY BANK,21735.05,21784.65,21320.1,21592.05,375592000,INR
2020-06-29,NIFTY BANK,21291.55,21440.05,21026.45,21359.0,328004992,INR
2020-06-30,NIFTY BANK,21524.3,21650.5,21212.0,21370.15,292656000,INR
2020-07-01,NIFTY BANK,21354.1,22061.6,21281.85,21977.6,385956000,INR
2020-07-02,NIFTY BANK,22133.8,22344.85,21890.5,21953.2,398993984,INR
2020-07-03,NIFTY BANK,22101.75,22130.3,21768.0,21852.4,256180000,INR
2020-07-06,NIFTY BANK,22270.95,22399.25,22171.05,22198.95,290921984,INR
2020-07-07,NIFTY BANK,22254.3,22674.5,22040.35,22628.0,455766016,INR
2020-07-08,NIFTY BANK,22700.9,23080.6,22499.5,22584.65,673131008,INR
2020-07-09,NIFTY BANK,22753.15,22998.3,22673.4,22907.2,355983008,INR
2020-07-10,NIFTY BANK,22720.95,22835.2,22320.05,22398.45,457100000,INR
2020-07-13,NIFTY BANK,22613.25,22657.4,21981.65,22089.25,293704000,INR
2020-07-14,NIFTY BANK,21877.6,21909.7,21222.45,21392.2,338500000,INR
2020-07-15,NIFTY BANK,21634.25,21935.5,21230.55,21340.75,359144992,INR
2020-07-16,NIFTY BANK,21453.25,21671.25,21027.85,21597.15,348564000,INR
2020-07-17,NIFTY BANK,21608.05,22065.0,21550.8,21966.8,294921984,INR
2020-07-20,NIFTY BANK,22307.3,22520.45,22187.8,22321.85,349652992,INR
2020-07-21,NIFTY BANK,22639.85,22861.9,22597.95,22782.0,316649984,INR
2020-07-22,NIFTY BANK,23159.0,23211.35,22658.2,22882.6,412720992,INR
2020-07-23,NIFTY BANK,22854.85,23122.35,22734.9,23083.9,307580992,INR
2020-07-24,NIFTY BANK,22853.2,22854.05,22417.2,22662.05,436264992,INR
2020-07-27,NIFTY BANK,22664.6,22668.05,21801.35,21848.75,340888992,INR
2020-07-28,NIFTY BANK,21940.15,22233.0,21611.4,22105.2,379784992,INR
2020-07-29,NIFTY BANK,22075.0,22346.4,21906.35,22076.6,400356992,INR
2020-07-30,NIFTY BANK,22195.05,22252.6,21580.15,21646.85,299568992,INR
2020-07-31,NIFTY BANK,21730.55,21806.95,21375.0,21640.05,397342016,INR
2020-08-03,NIFTY BANK,21543.8,21543.8,21031.45,21072.1,431028992,INR
2020-08-04,NIFTY BANK,21248.25,21576.35,21057.75,21490.5,297020000,INR
2020-08-05,NIFTY BANK,21686.85,21936.5,21448.4,21509.95,338830016,INR
2020-08-06,NIFTY BANK,21644.25,21926.55,21370.3,21642.6,386598016,INR
2020-08-07,NIFTY BANK,21620.25,21787.25,21451.3,21754.0,378616000,INR
2020-08-10,NIFTY BANK,21824.9,22071.95,21795.1,21900.25,261796000,INR
2020-08-11,NIFTY BANK,22050.2,22277.6,22039.85,22227.2,377912992,INR
2020-08-12,NIFTY BANK,22135.95,22326.55,21990.2,22264.0,507472000,INR
2020-08-13,NIFTY BANK,22395.2,22439.95,22139.6,22196.35,289096992,INR
2020-08-14,NIFTY BANK,22334.95,22334.95,21459.1,21679.4,318836992,INR
2020-08-17,NIFTY BANK,21906.95,21909.4,21403.15,21700.85,263360000,INR
2020-08-18,NIFTY BANK,21702.0,22227.75,21629.4,22170.6,311808992,INR
2020-08-19,NIFTY BANK,22315.4,22419.35,22234.25,22285.9,348006016,INR
2020-08-20,NIFTY BANK,21989.9,22079.9,21886.7,21999.45,314839008,INR
2020-08-21,NIFTY BANK,22190.7,22344.05,22165.05,22299.6,347083008,INR
2020-08-24,NIFTY BANK,22436.85,22897.5,22410.05,22833.0,346272992,INR
2020-08-25,NIFTY BANK,22973.4,23180.3,22857.9,23092.15,422190016,INR
2020-08-26,NIFTY BANK,23175.55,23453.4,23093.15,23414.2,337920992,INR
2020-08-27,NIFTY BANK,23511.45,23704.05,23464.15,23600.35,430927008,INR
2020-08-28,NIFTY BANK,23635.3,24611.8,23599.2,24523.8,812646976,INR
2020-08-31,NIFTY BANK,25038.8,25232.6,23385.3,23754.35,712976000,INR
2020-09-01,NIFTY BANK,23893.8,24199.65,23473.15,23812.0,484334016,INR
2020-09-02,NIFTY BANK,23769.0,23926.15,23482.55,23874.55,293508000,INR
2020-09-03,NIFTY BANK,23986.15,24051.6,23451.65,23530.85,214818000,INR
2020-09-04,NIFTY BANK,23119.15,23394.8,22876.9,23011.5,341043008,INR
2020-09-07,NIFTY BANK,23036.25,23109.1,22716.25,22945.05,245264000,INR
2020-09-08,NIFTY BANK,22971.2,23064.15,22641.4,22744.4,231452000,INR
2020-09-09,NIFTY BANK,22486.7,22554.6,22080.4,22267.0,305088000,INR
2020-09-10,NIFTY BANK,22466.55,22678.65,22225.25,22466.2,278551008,INR
2020-09-11,NIFTY BANK,22509.95,22668.75,22205.95,22479.95,214788992,INR
2020-09-14,NIFTY BANK,22683.35,22757.3,22028.15,22101.25,265398000,INR
2020-09-15,NIFTY BANK,22202.8,22514.15,22062.35,22465.65,248827008,INR
2020-09-16,NIFTY BANK,22476.3,22659.4,22216.5,22573.55,245862000,INR
2020-09-17,NIFTY BANK,22352.0,22504.45,22267.05,22320.35,216408992,INR
2020-09-18,NIFTY BANK,22439.35,22469.4,21784.9,22031.05,320585984,INR
2020-09-21,NIFTY BANK,21983.4,22098.85,21274.3,21366.8,283524992,INR
2020-09-22,NIFTY BANK,21445.25,21473.35,20958.45,21139.1,325400000,INR
2020-09-23,NIFTY BANK,21350.8,21365.05,20821.0,21178.5,299196992,INR
2020-09-24,NIFTY BANK,20898.8,20955.6,20404.9,20456.85,276420992,INR
2020-09-25,NIFTY BANK,20740.8,21064.3,20430.7,20982.35,280647008,INR
2020-09-28,NIFTY BANK,21152.05,21708.85,21055.1,21665.5,240223008,INR
2020-09-29,NIFTY BANK,21770.9,21811.5,21280.6,21411.3,242994000,INR
2020-09-30,NIFTY BANK,21405.25,21549.35,21128.5,21451.8,240052000,INR
2020-10-01,NIFTY BANK,21685.25,22293.75,21664.15,22246.0,348728000,INR
2020-10-05,NIFTY BANK,22352.1,22768.55,22247.25,22370.95,325415008,INR
2020-10-06,NIFTY BANK,22673.05,22893.5,22521.05,22853.7,247980000,INR
2020-10-07,NIFTY BANK,22836.95,23036.2,22607.8,22964.8,236099008,INR
2020-10-08,NIFTY BANK,23150.25,23450.9,23063.6,23191.35,280136000,INR
2020-10-09,NIFTY BANK,23312.6,23904.1,23132.45,23846.8,350979008,INR
2020-10-12,NIFTY BANK,23955.6,24190.35,23552.6,23712.8,280695008,INR
2020-10-13,NIFTY BANK,23663.05,23775.15,23431.5,23492.2,190828992,INR
2020-10-14,NIFTY BANK,23353.15,23962.7,23149.45,23874.65,225364000,INR
2020-10-15,NIFTY BANK,23920.35,24087.85,22970.95,23072.4,270328000,INR
2020-10-16,NIFTY BANK,23219.85,23646.2,23148.95,23533.25,229438000,INR
2020-10-19,NIFTY BANK,23902.9,24320.95,23754.85,24266.75,388153984,INR
2020-10-20,NIFTY BANK,24117.35,24410.9,24039.85,24311.8,254148000,INR
2020-10-21,NIFTY BANK,24444.2,24823.6,24099.85,24635.05,335656992,INR
2020-10-22,NIFTY BANK,24447.35,24691.15,24250.2,24484.15,241407008,INR
2020-10-23,NIFTY BANK,24669.2,24764.15,24360.85,24478.3,196846000,INR
2020-10-26,NIFTY BANK,24525.8,24577.3,23867.75,24075.45,260452000,INR
2020-10-27,NIFTY BANK,24288.05,24809.65,23924.2,24769.5,299009984,INR
2020-10-28,NIFTY BANK,24737.85,24780.7,24057.95,24232.5,272723008,INR
2020-10-29,NIFTY BANK,24063.5,24339.1,23822.05,24092.0,340550016,INR
2020-10-30,NIFTY BANK,24090.15,24277.35,23612.7,23900.9,271824992,INR
2020-11-02,NIFTY BANK,24367.6,25139.0,24120.6,24892.5,437217984,INR
2020-11-03,NIFTY BANK,25108.0,25760.7,25085.7,25682.8,407592000,INR
2020-11-04,NIFTY BANK,25539.55,25891.0,25142.0,25771.6,409248000,INR
2020-11-05,NIFTY BANK,26174.8,26375.2,26000.05,26313.1,385308000,INR
2020-11-06,NIFTY BANK,26274.1,26853.45,26135.3,26798.95,357689984,INR
2020-11-09,NIFTY BANK,27088.95,27595.0,27068.95,27534.1,365124000,INR
2020-11-10,NIFTY BANK,28039.45,28802.5,27916.9,28606.0,595796992,INR
2020-11-11,NIFTY BANK,28713.15,29030.9,28211.1,28845.0,497508000,INR
2020-11-12,NIFTY BANK,28633.75,28672.9,28066.05,28278.8,308960000,INR
2020-11-13,NIFTY BANK,28108.7,28520.55,27703.3,28465.7,330891008,INR
2020-11-14,NIFTY BANK,28685.7,28752.45,28431.85,28594.3,43672000,INR
2020-11-17,NIFTY BANK,28792.25,29239.25,28722.9,29181.3,317307008,INR
2020-11-18,NIFTY BANK,29107.9,29784.75,29056.75,29749.85,487620992,INR
2020-11-19,NIFTY BANK,29302.6,29627.2,28819.55,28903.05,358603008,INR
2020-11-20,NIFTY BANK,28935.75,29406.7,28580.9,29236.0,320009984,INR
2020-11-23,NIFTY BANK,29432.8,29492.3,28852.9,29024.2,395630016,INR
2020-11-24,NIFTY BANK,29265.6,29827.8,29206.75,29737.25,348059008,INR
2020-11-25,NIFTY BANK,30021.9,30197.85,29132.3,29196.4,546078016,INR
2020-11-26,NIFTY BANK,29370.4,29623.0,28923.1,29549.75,369368000,INR
2020-11-27,NIFTY BANK,29622.0,29716.85,29368.7,29609.05,494395008,INR
2020-12-01,NIFTY BANK,29844.8,29919.75,29511.0,29817.85,325607008,INR
2020-12-02,NIFTY BANK,29876.7,29886.25,29149.9,29463.15,374276992,INR
2020-12-03,NIFTY BANK,29728.9,29813.0,29379.4,29448.75,419239008,INR
2020-12-04,NIFTY BANK,29573.4,30162.3,29473.5,30052.4,466912000,INR
2020-12-07,NIFTY BANK,30062.6,30354.2,29950.6,30211.55,431764992,INR
2020-12-08,NIFTY BANK,30300.3,30363.8,30025.2,30261.9,586848000,INR
2020-12-09,NIFTY BANK,30335.05,30807.25,30326.7,30709.4,542515968,INR
2020-12-10,NIFTY BANK,30545.35,30610.0,30202.1,30510.35,335772000,INR
2020-12-11,NIFTY BANK,30555.3,30811.8,30328.45,30604.85,409936992,INR
2020-12-14,NIFTY BANK,30735.15,30845.8,30624.25,30745.9,269035008,INR
2020-12-15,NIFTY BANK,30805.4,30805.85,30345.75,30691.05,279368000,INR
2020-12-16,NIFTY BANK,30920.35,30932.25,30587.1,30698.4,380588000,INR
2020-12-17,NIFTY BANK,30791.2,30945.2,30643.9,30847.05,260660992,INR
2020-12-18,NIFTY BANK,30841.85,30854.05,30374.5,30714.65,278144992,INR
2020-12-21,NIFTY BANK,30595.8,30607.5,29201.2,29456.45,390942016,INR
2020-12-22,NIFTY BANK,29607.5,29711.15,28976.75,29625.95,464415008,INR
2020-12-23,NIFTY BANK,29560.75,29941.4,29446.0,29883.3,379384000,INR
2020-12-24,NIFTY BANK,30071.65,30545.85,30007.8,30402.2,300012992,INR
2020-12-28,NIFTY BANK,30558.85,30929.05,30538.15,30880.95,317207008,INR
2020-12-29,NIFTY BANK,31006.9,31359.35,31002.6,31322.5,389215008,INR
2020-12-30,NIFTY BANK,31479.8,31510.25,31007.15,31303.05,267800000,INR
2020-12-31,NIFTY BANK,31295.9,31409.5,31088.1,31264.05,364121984,INR
2021-01-01,NIFTY BANK,31297.3,31384.35,31188.25,31225.85,362816992,INR
2021-01-04,NIFTY BANK,31485.15,31489.6,30893.65,31212.45,455777984,INR
2021-01-05,NIFTY BANK,31041.1,31767.65,30935.55,31722.25,427039008,INR
2021-01-06,NIFTY BANK,31839.95,31982.3,31548.15,31797.9,546145024,INR
2021-01-07,NIFTY BANK,32129.8,32177.4,31911.5,31956.0,503480000,INR
2021-01-08,NIFTY BANK,32298.05,32298.05,32002.95,32084.2,320076992,INR
2021-01-11,NIFTY BANK,32280.3,32288.45,31836.95,31998.9,262150000,INR
2021-01-12,NIFTY BANK,31835.05,32397.95,31725.85,32339.0,518129984,INR
2021-01-13,NIFTY BANK,32546.6,32683.5,32148.25,32574.65,631806016,INR
2021-01-14,NIFTY BANK,32526.7,32718.95,32442.35,32519.75,418771008,INR
2021-01-15,NIFTY BANK,32508.9,32544.8,32044.35,32246.8,441548000,INR
2021-01-18,NIFTY BANK,32275.15,32441.5,31650.9,31811.75,396843008,INR
2021-01-19,NIFTY BANK,32082.9,32464.95,31863.95,32424.85,354795008,INR
2021-01-20,NIFTY BANK,32388.95,32607.45,32322.9,32543.7,463374016,INR
2021-01-21,NIFTY BANK,32732.8,32842.3,31985.55,32186.9,429691008,INR
2021-01-22,NIFTY BANK,32088.0,32131.4,31119.9,31167.25,447190016,INR
2021-01-25,NIFTY BANK,31507.15,31697.55,31013.65,31198.4,354686016,INR
2021-01-27,NIFTY BANK,31236.25,31287.05,30165.65,30284.55,374956000,INR
2021-01-28,NIFTY BANK,29812.3,30464.4,29687.7,30358.3,616601984,INR
2021-01-29,NIFTY BANK,30700.65,31111.95,30254.55,30565.5,491235008,INR
2021-02-01,NIFTY BANK,30976.35,33305.3,30906.45,33089.05,724603008,INR
2021-02-02,NIFTY BANK,33589.05,34652.5,33583.15,34267.9,672201024,INR
2021-02-03,NIFTY BANK,34555.6,34908.05,34011.9,34758.45,605203968,INR
2021-02-04,NIFTY BANK,34548.9,35413.15,34238.9,35344.8,829672000,INR
2021-02-05,NIFTY BANK,35634.95,36615.2,35545.0,35654.5,929584000,INR
2021-02-08,NIFTY BANK,36073.85,36466.45,35872.25,35983.65,448652992,INR
2021-02-09,NIFTY BANK,36058.8,36477.15,35636.85,36056.5,692481024,INR
2021-02-10,NIFTY BANK,36042.35,36227.2,35428.15,35783.1,454606016,INR
2021-02-11,NIFTY BANK,35687.25,36009.45,35573.3,35752.1,397926016,INR
2021-02-12,NIFTY BANK,35736.6,36322.8,35700.25,36108.9,400612992,INR
2021-02-15,NIFTY BANK,36501.4,37449.9,36405.1,37306.25,395960992,INR
2021-02-16,NIFTY BANK,37492.6,37708.75,36762.75,37098.4,498415008,INR
2021-02-17,NIFTY BANK,37041.95,37331.45,36764.25,36910.95,850486976,INR
2021-02-18,NIFTY BANK,37088.75,37108.75,36367.45,36587.0,860331008,INR
2021-02-19,NIFTY BANK,36371.55,36656.2,35584.6,35841.6,1057099008,INR
2021-02-22,NIFTY BANK,35874.3,36128.9,35097.55,35257.2,558736000,INR
2021-02-23,NIFTY BANK,35540.55,35680.85,34976.0,35116.95,495063008,INR
2021-02-24,NIFTY BANK,35205.4,36567.65,35060.65,36452.3,272875008,INR
2021-02-25,NIFTY BANK,36763.15,37232.2,36494.0,36549.0,455940000,INR
2021-02-26,NIFTY BANK,35806.65,35902.9,34658.7,34803.6,583014976,INR
2021-03-01,NIFTY BANK,35374.25,35581.1,34983.75,35296.0,321452992,INR
2021-03-02,NIFTY BANK,35458.15,35747.05,35002.45,35419.7,313566016,INR
2021-03-03,NIFTY BANK,35754.45,36455.15,35570.55,36368.05,526961984,INR
2021-03-04,NIFTY BANK,35575.65,36316.4,35519.25,35802.5,518584000,INR
2021-03-05,NIFTY BANK,35458.5,35616.05,34893.25,35228.15,479019008,INR
2021-03-08,NIFTY BANK,35462.45,35827.3,35090.75,35275.75,300222016,INR
2021-03-09,NIFTY BANK,35705.9,36077.8,35544.95,35865.65,276564992,INR
2021-03-10,NIFTY BANK,36112.25,36176.9,35764.35,35938.3,210555008,INR
